id;path
5277;https://static.1000.menu/img/content/27930/salat-iz-klubniki-i-kivi_1552085814_prev_hor.jpg
5283;https://static.1000.menu/img/content/26656/fruktovyi-salat-s-klubnikoi-i-vinogradom_1552084701_prev_hor.jpg
5288;https://static.1000.menu/img/content/26365/salat-s-klubnikoi-i-rukkoloi_1552319047_prev_hor.jpg
5294;https://static.1000.menu/img/content/24942/konfety-iz-suxofruktov-v-blendere_1552083320_prev_hor.jpg
5311;https://static.1000.menu/img/content/16572/fruktovyi-salat-k-zavtraku_1552076446_prev_hor.jpg
5315;https://static.1000.menu/img/content/14800/tushonaja-morkov-s-chernoslivom_1552074985_prev_hor.jpg
5319;https://static.1000.menu/img/content/13132/salat-iz-svejei-svekly-i-yablok_1552073593_prev_hor.jpg
5326;https://static.1000.menu/img/content/10956/apelsiny-s-greckimi-orexami-v-duxovke_1552072316_prev_hor.jpg
5332;https://static.1000.menu/img/content/8064/medovje-bananj-s-kunzhutnoi-posjpkoi_1552070347_prev_hor.jpg
5333;https://static.1000.menu/img/content/7221/desertnji-salat-so-svekloi_1552069748_prev_hor.jpg
5334;https://static.1000.menu/img/content/7042/chernosliv-v-shokolade-s-oreshkali_1552069593_prev_hor.jpg
5335;https://static.1000.menu/img/content/6837/poleznje-konfetj_1552069449_prev_hor.jpg
5346;https://static.1000.menu/img/content/2827/salat-aisberg_1552065702_prev_hor.jpg
5347;https://static.1000.menu/img/content/2301/salat-iz-sjroi-sveklj_1552065129_prev_hor.jpg
5348;https://static.1000.menu/img/content/2098/salat-novinki-s-seldereem-i-gretskimi-orehami_1552064909_prev_hor.jpg
5355;https://static.1000.menu/img/content-v2/3b/e5/53912/bananovje-chipsj_1552068337_prev_hor.jpg
5356;https://static.1000.menu/img/content-v2/9b/e7/51768/bananovye-pankeiki-bez-saxara_1607357885_prev_hor.jpg
5357;https://static.1000.menu/img/content-v2/c3/06/50884/jidkoe-zoloto-maslo-gxi_1603177684_prev_hor.jpg
5362;https://static.1000.menu/img/content-v2/69/97/16623/zavarnoi-krem-klassicheskii_1603445734_prev_hor.jpg
5364;https://static.1000.menu/img/content-v2/12/08/22358/gorchica-iz-poroshka-bystro_1620383447_prev_hor.jpg
